tarih,saat,lig,mbs,ev,deplasman,iy sonuc,ms sonuc,ms1,msx,ms2,iy1,iyx,iy2,kgvar,kgyok,ciftsans1/x,cs1/2,csx/2,iy1.5a,iy1.5u,1.5a,1.5u,2.5a,2.5u,3.5a,3.5u,toplamgol0-1,tg2-3,tg4-5,tg6+
2024-11-10 00:00:00,15:00:00,ÇEK,3,Teplice,Budejovice,2 - 1,5 - 2,1.37,3.5,4.77,1.88,2.03,5.0,1.63,1.63,0.0,0.0,1.6,1.25,2.34,3.23,1.09,1.7,1.57,1.19,2.61,3.46,1.8,3.44,13.05
2024-11-10 00:00:00,08:00:00,JAP2,3,V-Varen Nagasa,Ehime Fc,2 - 1,5 - 2,1.19,4.53,6.15,1.58,2.42,5.57,1.44,1.88,0.0,0.0,1.88,1.48,1.82,0.0,0.0,2.39,1.24,1.5,1.79,5.79,2.04,2.61,6.0
2024-11-12 00:00:00,03:00:00,ARJ,2,Belgrano,Instituto Cordo,2 - 1,3 - 1,2.34,2.62,2.4,3.15,1.67,3.24,1.86,1.45,1.13,1.1,1.15,1.09,3.24,2.16,1.31,1.29,2.23,0.0,4.3,2.23,1.8,5.54,34.5
2024-11-12 00:00:00,22:00:00,İNTK,2,Chesterfield,Grimsby,2 - 1,3 - 2,1.28,3.95,5.19,1.75,2.17,5.18,1.55,1.72,0.0,0.0,1.71,1.33,2.1,3.82,1.06,1.94,1.41,1.29,2.21,4.22,1.86,3.01,9.3
2024-11-12 00:00:00,22:00:00,İNTK,3,Salford City,Wolverhampton U,2 - 1,3 - 2,1.64,3.27,3.2,2.11,2.14,3.52,1.31,2.15,0.0,0.0,1.38,1.38,1.98,0.0,0.0,2.08,1.34,1.38,2.01,4.82,1.93,2.81,7.64
2024-11-12 00:00:00,22:45:00,İCON,3,Slough Town,Dorking Wand.,2 - 1,3 - 2,2.26,3.12,2.17,2.77,2.03,2.69,1.35,2.07,1.19,1.05,1.16,1.32,2.13,3.8,1.05,1.9,1.43,1.29,2.23,4.18,1.86,3.03,9.48
2024-11-12 00:00:00,22:00:00,İNTK,2,Wycombe,Crawley,2 - 1,2 - 1,1.12,4.88,7.6,1.51,2.43,6.59,1.59,1.68,0.0,0.0,2.02,1.44,1.89,4.05,1.05,2.26,1.28,1.44,1.89,5.3,1.99,2.69,6.71
2025-02-01 00:00:00,17:30:00,GAL,3,Barry Town,Flint Town,2 - 1,3 - 1,1.6,3.33,3.36,2.02,2.2,3.66,1.32,2.14,1.05,1.05,1.43,1.43,1.91,4.08,0.0,2.12,1.33,1.4,1.98,4.63,1.88,2.65,6.91
2025-02-01 00:00:00,18:00:00,İCON,3,Dorking Wand.,Slough Town,2 - 1,3 - 1,1.44,3.57,4.1,1.85,2.24,4.29,1.39,1.98,0.0,0.0,1.56,1.42,1.93,4.08,0.0,2.07,1.35,1.37,2.02,4.47,1.87,2.7,7.26
2025-02-01 00:00:00,18:00:00,İK2,3,Edinburg C.,Stirling Albion,2 - 1,4 - 3,2.57,3.02,1.99,3.15,1.95,2.55,1.47,1.84,1.25,1.07,1.12,1.27,2.32,3.16,1.1,1.68,1.59,1.19,2.63,3.24,1.74,3.29,12.35
2025-02-01 00:00:00,22:00:00,BEL2,3,Eupen,Lommel,2 - 1,3 - 2,2.12,2.82,2.53,2.68,1.9,3.1,1.51,1.78,1.13,1.09,1.21,1.23,2.43,2.93,1.14,1.58,1.69,1.15,2.84,2.98,1.73,3.52,14.55
2025-02-01 00:00:00,14:00:00,POR2,3,Feirense,Felgueiras 1932,2 - 1,3 - 2,2.57,2.58,2.24,3.2,1.79,2.86,1.67,1.6,1.18,1.12,1.12,0.0,0.0,2.47,1.23,1.4,1.97,1.07,3.51,2.46,1.71,4.29,22.55
2025-02-01 00:00:00,15:00:00,AL2,1,Fortuna Düssel,Ulm 1846,2 - 1,3 - 2,1.58,3.44,3.77,2.04,2.21,4.08,1.43,2.06,0.0,0.0,1.46,1.41,2.08,4.22,1.05,2.04,1.44,1.36,2.21,4.24,1.86,2.85,8.3
2025-02-01 00:00:00,18:00:00,İNCL,1,Millwall,Qpr,2 - 1,2 - 1,1.88,2.69,3.51,2.68,1.68,4.55,2.17,1.37,1.06,1.11,1.3,1.09,3.67,2.03,1.44,1.24,2.6,0.0,5.42,1.96,1.8,6.25,34.5
2025-02-01 00:00:00,19:15:00,İTB,1,Modena,Mantova,2 - 1,3 - 1,1.63,3.12,3.96,2.15,2.0,4.46,1.66,1.7,0.0,1.07,1.43,1.26,2.55,3.05,1.16,1.61,1.76,1.16,3.05,2.99,1.74,3.65,15.45
2025-02-01 00:00:00,18:30:00,POR2,3,Porto (B),Academico Viseu,2 - 1,3 - 2,2.48,2.77,2.18,3.17,1.8,2.84,1.65,1.62,1.2,1.09,1.14,0.0,0.0,2.54,1.21,1.44,1.9,1.08,3.38,2.54,1.71,4.13,20.85
2025-02-01 00:00:00,23:00:00,İS2,1,Santander,Malaga,2 - 1,2 - 1,1.45,3.62,4.5,1.93,2.15,4.85,1.61,1.76,0.0,0.0,1.58,1.33,2.28,3.55,1.1,1.81,1.57,1.24,2.59,3.52,1.79,3.21,11.3
2025-02-01 00:00:00,15:30:00,İN1,2,Stevenage,Exeter,2 - 1,4 - 1,1.52,3.07,4.16,2.08,1.87,4.8,1.81,1.49,0.0,1.06,1.48,1.17,2.69,2.53,1.21,1.44,1.89,1.08,3.4,2.52,1.71,4.16,21.1
2025-02-01 00:00:00,18:00:00,İCON,3,Weymouth,Welling Utd,2 - 1,5 - 1,2.22,2.75,2.44,2.9,1.79,3.13,1.67,1.6,1.14,1.1,1.18,0.0,0.0,2.5,1.22,1.43,1.93,1.08,3.44,2.5,1.71,4.21,21.7
2025-02-02 00:00:00,17:00:00,HİNSL,3,Jamshedpur,Fc Goa,2 - 1,3 - 1,2.6,3.06,1.96,3.11,2.01,2.47,1.4,1.96,1.26,1.07,1.12,1.31,2.17,3.48,1.07,1.8,1.5,1.25,2.37,3.63,1.78,3.04,10.1
2025-02-02 00:00:00,21:15:00,BEL2,3,Krc Genk Ii,Waasland Bevere,2 - 1,3 - 3,2.67,3.04,1.93,3.18,2.0,2.44,1.42,1.93,1.27,1.07,1.1,1.3,2.19,3.42,1.08,1.78,1.51,1.23,2.42,3.55,1.77,3.08,10.45
2025-02-02 00:00:00,14:50:00,HIR,3,Lokomotiva,Hajduk Split,2 - 1,3 - 2,3.33,2.95,1.72,3.94,1.89,2.28,1.63,1.65,1.36,1.08,0.0,1.23,2.43,2.76,1.16,1.52,1.77,1.12,3.05,2.78,1.72,3.76,16.85
2025-02-02 00:00:00,18:30:00,İS3,3,Lugo,Osasuna Ii,2 - 1,3 - 1,1.64,2.85,3.84,2.23,1.8,4.57,1.86,1.46,0.0,1.08,1.4,0.0,0.0,2.35,1.25,1.37,2.03,1.05,3.72,2.34,1.72,4.54,25.5
2025-02-02 00:00:00,19:30:00,İTC,3,Pontedera,Pineto,2 - 1,3 - 2,2.1,2.63,2.73,2.76,1.76,3.44,1.74,1.55,1.1,1.12,1.22,0.0,0.0,2.36,1.25,1.37,2.04,1.05,3.72,2.35,1.72,4.54,25.5
2025-02-02 00:00:00,23:00:00,İS1,1,Real Betis,Athletic Bilbao,2 - 1,2 - 2,2.8,2.89,2.07,3.54,1.85,2.75,1.72,1.65,1.24,1.09,1.1,1.19,2.87,2.65,1.23,1.47,1.97,1.09,3.62,2.58,1.74,4.25,21.7
2025-02-02 00:00:00,21:00:00,POR,2,Sporting Cp,Farense,2 - 1,3 - 1,1.05,6.34,14.45,1.37,2.69,11.55,2.28,1.34,0.0,0.0,2.36,1.44,2.03,4.17,1.05,2.06,1.43,1.35,2.24,4.18,1.85,2.88,8.52
2025-02-02 00:00:00,18:15:00,ROM,3,Universitatea,Csms Iasi,2 - 1,4 - 1,1.15,4.6,7.59,1.53,2.34,7.14,1.8,1.5,0.0,0.0,2.0,1.36,2.06,3.61,1.06,1.89,1.44,1.27,2.29,3.78,1.8,2.95,9.37
2025-02-03 00:00:00,20:00:00,ÇEK,3,Sigma Olomouc,Viktoria Plzen,2 - 1,2 - 1,4.3,3.47,1.43,4.75,2.03,1.93,1.64,1.63,1.57,0.0,0.0,1.27,2.31,3.08,1.11,1.66,1.61,1.17,2.69,3.15,1.74,3.36,12.95
2025-02-06 00:00:00,22:45:00,İN2,2,Chesterfield,Doncaster,2 - 1,5 - 2,2.4,2.91,2.16,3.04,1.87,2.79,1.56,1.72,1.2,1.09,1.15,1.22,2.51,2.82,1.16,1.55,1.73,1.13,2.97,2.85,1.72,3.67,16.0
2025-02-07 00:00:00,16:05:00,SUUD,3,Al Orubah Club,Al Wahda,2 - 1,4 - 2,2.23,2.87,2.35,2.84,1.88,2.96,1.54,1.74,1.16,1.09,1.18,1.22,2.49,2.85,1.15,1.56,1.72,1.14,2.92,2.89,1.72,3.62,15.55
2025-02-07 00:00:00,17:00:00,SLVN,3,Ask Bravo,Nd Primorje,2 - 1,3 - 1,1.37,3.26,5.36,1.93,1.85,6.08,2.14,1.32,0.0,0.0,1.62,1.23,2.44,2.28,1.28,1.35,2.07,1.05,3.9,2.26,1.73,4.76,28.0
2025-02-07 00:00:00,20:30:00,AL2,1,Greuther Furth,Regensburg,2 - 1,2 - 1,1.67,3.17,3.64,2.19,2.05,4.1,1.56,1.83,0.0,1.06,1.4,1.3,2.38,3.39,1.12,1.73,1.64,1.22,2.72,3.34,1.77,3.33,12.45
2025-02-07 00:00:00,22:00:00,HOL2,3,Roda,Jong Az Alkmaar,2 - 1,3 - 3,1.76,3.28,2.85,2.2,2.18,3.24,1.3,2.22,1.09,1.05,1.34,1.44,1.9,4.32,0.0,2.14,1.32,1.41,1.95,4.7,1.89,2.64,6.76
2025-02-07 00:00:00,20:00:00,POL,2,Stal Mielec,Jagiellonia,2 - 1,2 - 1,2.42,3.06,2.07,2.94,2.01,2.6,1.4,1.97,1.23,1.07,1.15,1.31,2.17,3.47,1.07,1.8,1.5,1.25,2.37,3.62,1.78,3.04,10.1
2025-02-08 00:00:00,22:45:00,BEL,1,Genk,Cercle Brugge,2 - 1,2 - 1,1.51,3.46,4.24,2.0,2.12,4.62,1.59,1.79,0.0,0.0,1.51,1.32,2.31,3.5,1.11,1.79,1.59,1.23,2.63,3.46,1.78,3.24,11.65
2025-02-08 00:00:00,16:00:00,TSL,1,Kayserispor,Konyaspor,2 - 1,3 - 2,2.17,2.97,2.56,2.79,1.93,3.19,1.58,1.8,1.14,1.09,1.21,1.25,2.58,3.04,1.16,1.61,1.76,1.16,3.06,2.98,1.74,3.67,15.6
2025-02-08 00:00:00,16:00:00,AL3,2,Saarbrucken,Waldhof Mannhei,2 - 1,2 - 1,1.9,3.11,2.93,2.48,2.0,3.52,1.53,1.86,1.09,1.07,1.3,1.29,2.43,3.3,1.13,1.71,1.66,1.2,2.8,3.39,1.81,3.56,13.9
2025-02-08 00:00:00,15:00:00,FINYK,3,Turku,Salpa Salo,2 - 1,5 - 1,1.59,3.41,3.33,2.05,2.15,3.7,1.37,2.04,1.05,0.0,1.44,1.39,1.99,4.0,1.05,2.02,1.37,1.35,2.09,4.27,1.85,2.76,7.76
2025-02-08 00:00:00,21:00:00,ÇEK,3,Viktoria Plzen,Slovan Liberec,2 - 1,3 - 2,1.3,3.75,5.45,1.74,2.12,5.67,1.73,1.55,0.0,0.0,1.72,1.28,2.27,3.14,1.1,1.69,1.58,1.18,2.63,3.22,1.74,3.31,12.5
2025-02-08 00:00:00,17:30:00,SLVK,3,Zemplin,Podbrezova,2 - 1,2 - 2,2.05,2.94,2.53,2.62,1.93,3.11,1.49,1.82,1.13,1.08,1.23,1.25,2.35,3.08,1.11,1.65,1.63,1.17,2.7,3.15,1.74,3.37,13.05
2025-02-09 00:00:00,17:00:00,POR2,3,Academico Vise,Alverca,2 - 1,2 - 2,2.35,2.7,2.35,3.08,1.75,3.07,1.74,1.54,1.16,1.1,1.16,0.0,0.0,2.35,1.25,1.37,2.04,1.05,3.74,2.33,1.72,4.56,25.5
2025-02-09 00:00:00,13:30:00,TSL,1,Kasimpaşa,Rizespor,2 - 1,3 - 2,1.98,3.23,2.68,2.45,2.17,3.12,1.34,2.26,1.11,1.06,1.27,1.43,2.05,4.39,1.05,2.1,1.41,1.38,2.14,4.43,1.88,2.79,7.77
28.05.2025,22:00,NOR,2,Bodo Glimt,Viking,2 - 1,2 - 4,1.21,4.95,6.38,1.57,2.7,5.77,1.42,2.1,1.0,1.0,1.92,1.66,1.72,6.13,1.0,2.79,1.21,1.68,1.71,6.86,2.24,2.55,5.11
29.05.2025,02:30,ABD,2,New York,Charlotte,2 - 1,4 - 2,1.94,3.11,2.65,2.47,2.01,3.2,1.44,1.91,1.12,1.07,1.28,1.3,2.24,3.36,1.09,1.77,1.54,1.23,2.48,3.51,1.79,3.18,11.1
30.05.2025,21:00,SAKK,2,Al Ittihad (Ci,Al-Qadsiah,2 - 1,3 - 1,1.77,3.1,3.04,2.21,2.12,3.41,1.36,2.09,1.07,1.07,1.35,1.38,2.02,3.92,1.0,1.96,1.42,1.33,2.15,4.21,1.86,2.84,8.24
30.05.2025,21:45,İR1,3,Bray Wanderers,Finn Harps,2 - 1,3 - 1,1.43,3.51,4.24,1.89,2.15,4.54,1.51,1.8,1.0,1.0,1.57,1.35,2.12,3.57,1.06,1.86,1.48,1.27,2.34,3.77,1.81,3.03,9.81
30.05.2025,21:45,İR1,3,Wexford Youths,Dundalk,2 - 1,2 - 3,4.35,3.51,1.43,4.68,2.11,1.89,1.57,1.72,1.58,1.0,1.0,1.31,2.2,3.38,1.09,1.78,1.53,1.23,2.47,3.53,1.79,3.17,10.95
31.05.2025,10:30,GKOR2,2,Jeonnam Dragon,Hwaseong,2 - 1,3 - 2,1.7,3.17,3.22,2.25,1.97,3.8,1.55,1.75,1.06,1.06,1.38,1.26,2.37,3.07,1.13,1.65,1.64,1.18,2.73,3.17,1.76,3.43,13.45
31.05.2025,15:00,NOR3,3,Eidsvold Tf,Honefoss,2 - 1,2 - 1,1.79,3.53,2.68,2.24,2.25,3.08,1.25,2.4,1.11,1.0,1.34,1.51,1.8,0.0,0.0,2.38,1.26,1.51,1.8,5.47,2.01,2.53,5.72
31.05.2025,16:00,NOR4,3,Ff Lillehammer,Skjetten,2 - 1,5 - 3,2.63,3.51,1.81,3.03,2.27,2.25,1.23,2.46,1.32,1.0,1.12,1.52,1.79,0.0,0.0,2.43,1.24,1.54,1.77,5.65,2.03,2.51,5.51
31.05.2025,17:00,NOR1,3,Stabaek,Kongsvinger,2 - 1,2 - 2,2.31,3.34,2.07,2.76,2.18,2.53,1.28,2.31,1.23,1.06,1.17,1.45,1.89,4.08,1.0,2.21,1.31,1.43,1.93,4.91,1.94,2.64,6.59
01.06.2025,09:00,JAP,2,Cerezo Osaka,Shimizu,2 - 1,4 - 2,2.19,3.24,2.39,2.71,2.13,2.91,1.39,2.16,1.17,1.06,1.21,1.39,2.16,4.08,1.06,2.0,1.47,1.34,2.31,4.13,1.87,2.97,8.98
01.06.2025,10:30,ÇİN2,3,Shaanxi Union,Shenzhen Junior,2 - 1,3 - 2,1.12,5.24,7.48,1.43,2.78,6.39,1.42,1.95,1.0,1.0,2.09,1.69,1.6,4.0,1.0,2.86,1.15,1.73,1.57,7.12,2.22,2.36,4.26
01.06.2025,19:30,İS2,1,Oviedo,Cadiz,2 - 1,2 - 1,1.26,3.68,6.73,1.69,2.11,6.74,1.94,1.43,1.0,1.0,1.8,1.25,2.4,2.21,1.31,1.58,1.72,0.0,0.0,2.19,1.8,5.41,35.0
01.06.2025,22:00,BR2,3,Operario,Atletico Pr,2 - 1,2 - 2,2.08,2.55,2.92,2.82,1.67,3.77,1.94,1.43,1.08,1.14,1.23,0.0,0.0,2.09,1.36,1.27,2.36,0.0,0.0,2.07,1.78,5.61,35.0
